training_id,emp_id,department,training_type,training_date,duration_hours,completion_status,score,cost_per_person,trainer_type,certification
TRN01826,EMP00044,Finance,Sales Training,2023-07-25,4,In Progress,100,25000,Online,0
TRN01827,EMP01413,Engineering,Excel & BI Tools,2020-09-15,24,Completed,70,5000,External,0
TRN01828,EMP00951,Sales,Communication,2020-08-17,4,Completed,71,10000,External,1
TRN01829,EMP01375,Product,Project Management,2024-08-31,8,Completed,80,5000,Online,1
TRN01830,EMP00244,Marketing,Technical Skills,2022-10-22,8,Completed,68,10000,Internal,0
TRN01831,EMP01288,Product,Sales Training,2020-11-19,16,Completed,80,15000,External,0
TRN01832,EMP01536,Finance,Data Analysis,2020-07-25,24,Completed,81,25000,Online,0
TRN01833,EMP00507,Sales,Technical Skills,2021-03-23,16,Completed,97,50000,Internal,1
TRN01834,EMP00239,Sales,Sales Training,2023-01-10,8,Not Started,91,25000,Online,0
TRN01835,EMP01839,Sales,Communication,2023-07-15,24,Completed,59,15000,Internal,0
TRN01836,EMP01073,Engineering,Communication,2022-07-09,16,In Progress,92,5000,External,1
TRN01837,EMP00172,Product,Project Management,2022-08-18,16,Completed,69,10000,External,0
TRN01838,EMP00767,Finance,Technical Skills,2023-08-18,8,Completed,65,5000,External,0
TRN01839,EMP01898,Product,Sales Training,2021-09-18,40,Completed,62,15000,Internal,0
TRN01840,EMP01496,Product,Product Knowledge,2021-08-13,24,Completed,90,50000,Internal,0
TRN01841,EMP01283,Engineering,Excel & BI Tools,2022-03-25,16,Completed,95,10000,External,1
TRN01842,EMP01939,Marketing,Technical Skills,2023-04-26,8,Not Started,52,25000,Internal,1
TRN01843,EMP01625,Legal,Communication,2024-10-28,40,Completed,52,5000,External,0
TRN01844,EMP01057,Product,Sales Training,2024-09-15,40,Completed,53,50000,Internal,1
TRN01845,EMP00886,Customer Success,Data Analysis,2024-07-18,4,Completed,87,50000,Online,1
TRN01846,EMP00583,Customer Success,Communication,2021-06-22,4,Completed,93,10000,External,0
TRN01847,EMP01862,Legal,Agile Scrum,2023-08-05,40,Completed,98,50000,Online,0
TRN01848,EMP00327,Product,Agile Scrum,2020-09-23,24,Completed,82,25000,Internal,0
TRN01849,EMP00853,Data Analytics,Technical Skills,2022-09-17,4,Completed,60,25000,Online,0
TRN01850,EMP01656,Legal,Agile Scrum,2022-06-26,16,Completed,77,25000,Internal,0
TRN01851,EMP00832,Marketing,Technical Skills,2024-12-14,24,Completed,68,5000,External,1
TRN01852,EMP00146,Customer Success,Sales Training,2024-04-28,40,Completed,89,10000,External,0
TRN01853,EMP01685,Finance,Excel & BI Tools,2022-03-24,24,Completed,87,5000,Online,0
TRN01854,EMP01014,Finance,Sales Training,2022-12-20,24,Completed,94,10000,Internal,0
TRN01855,EMP01455,Engineering,Agile Scrum,2024-01-18,8,Completed,96,10000,Internal,0
TRN01856,EMP00603,Customer Success,Leadership,2023-05-29,16,Completed,96,25000,Internal,1
TRN01857,EMP00652,Operations,Leadership,2024-10-10,40,Completed,96,25000,External,0
TRN01858,EMP01363,Sales,Data Analysis,2021-10-22,40,Completed,50,25000,External,0
TRN01859,EMP01936,Operations,Leadership,2022-07-10,8,Completed,97,10000,Online,1
TRN01860,EMP00032,Finance,Communication,2022-08-25,40,Completed,78,15000,Internal,0
TRN01861,EMP00866,Data Analytics,Sales Training,2020-01-22,24,In Progress,93,5000,Online,0
TRN01862,EMP01758,Operations,Agile Scrum,2023-08-29,8,Completed,67,25000,Internal,1
TRN01863,EMP00078,Marketing,Project Management,2022-02-15,24,Completed,100,50000,Internal,0
TRN01864,EMP00594,Data Analytics,Communication,2022-12-21,4,Completed,53,50000,Internal,0
TRN01865,EMP01196,Marketing,Project Management,2024-11-14,8,Completed,59,15000,Internal,1
TRN01866,EMP00253,Customer Success,Communication,2021-01-20,16,Completed,58,5000,Internal,1
TRN01867,EMP00889,Legal,Compliance,2024-07-11,40,Completed,51,10000,External,1
TRN01868,EMP01387,Sales,Data Analysis,2022-07-20,24,Completed,59,10000,Online,0
TRN01869,EMP01075,Product,Project Management,2024-02-15,16,Completed,91,25000,Internal,0
TRN01870,EMP00068,Engineering,Compliance,2024-11-22,24,Completed,69,5000,Internal,0
TRN01871,EMP00350,HR,Agile Scrum,2022-11-26,16,In Progress,91,15000,External,0
TRN01872,EMP00424,Legal,Project Management,2021-05-03,24,Completed,68,50000,External,0
TRN01873,EMP00056,HR,Technical Skills,2024-10-25,40,Completed,98,25000,Internal,1
TRN01874,EMP00362,Legal,Leadership,2021-08-19,16,Completed,51,50000,Internal,0
TRN01875,EMP01399,Customer Success,Compliance,2021-11-11,40,Completed,70,5000,External,0
TRN01876,EMP00815,Operations,Product Knowledge,2023-02-18,16,Completed,74,50000,Online,1
TRN01877,EMP01592,HR,Leadership,2023-04-27,8,Completed,74,5000,Internal,0
TRN01878,EMP00521,Finance,Communication,2021-01-22,40,In Progress,99,15000,External,1
TRN01879,EMP00393,Product,Communication,2022-05-01,16,Completed,71,10000,External,1
TRN01880,EMP01054,Marketing,Communication,2022-02-15,40,Completed,76,50000,External,0
TRN01881,EMP01672,Finance,Compliance,2020-12-13,4,Completed,77,50000,Internal,0
TRN01882,EMP00907,Operations,Technical Skills,2023-03-24,24,Completed,60,50000,Online,0
TRN01883,EMP01122,Finance,Agile Scrum,2022-05-29,8,Not Started,86,50000,Internal,1
TRN01884,EMP01719,Operations,Data Analysis,2020-04-20,16,Completed,82,25000,Online,1
TRN01885,EMP01908,Customer Success,Leadership,2022-07-14,40,Completed,80,5000,External,1
TRN01886,EMP00444,Legal,Data Analysis,2020-01-18,40,Completed,58,5000,Internal,1
TRN01887,EMP01540,Customer Success,Project Management,2023-03-11,16,Completed,59,50000,Internal,0
TRN01888,EMP01711,Customer Success,Excel & BI Tools,2024-03-04,4,Completed,99,25000,Online,0
TRN01889,EMP00173,Legal,Compliance,2020-02-16,24,Completed,85,25000,Online,0
TRN01890,EMP00583,Customer Success,Product Knowledge,2021-09-03,8,Completed,70,5000,Internal,1
TRN01891,EMP01058,Product,Sales Training,2022-02-17,8,Completed,71,5000,Online,0
TRN01892,EMP00488,Finance,Leadership,2020-10-03,16,Completed,73,15000,Internal,1
TRN01893,EMP01286,Finance,Product Knowledge,2024-12-28,40,Completed,67,25000,External,0
TRN01894,EMP00927,Finance,Technical Skills,2024-09-25,8,Completed,57,15000,External,0
TRN01895,EMP00422,HR,Project Management,2022-07-12,8,Completed,89,15000,External,0
TRN01896,EMP01053,Legal,Compliance,2020-02-11,24,Completed,85,50000,Internal,0
TRN01897,EMP00096,Sales,Project Management,2023-01-06,4,Completed,98,25000,External,1
TRN01898,EMP00817,Data Analytics,Sales Training,2024-11-02,4,Completed,50,50000,Internal,1
TRN01899,EMP01089,Marketing,Communication,2020-02-01,16,Not Started,62,15000,Internal,0
TRN01900,EMP01884,Engineering,Project Management,2024-10-06,40,In Progress,51,5000,External,0
TRN01901,EMP01064,Marketing,Project Management,2022-11-06,40,Completed,89,5000,Online,0
TRN01902,EMP01200,Marketing,Leadership,2024-11-12,40,Completed,95,10000,External,1
TRN01903,EMP00123,Customer Success,Sales Training,2023-10-04,16,Completed,61,5000,Internal,1
TRN01904,EMP01360,Customer Success,Agile Scrum,2020-07-25,4,Completed,65,50000,Internal,1
TRN01905,EMP00679,Product,Leadership,2020-05-25,24,Completed,62,15000,External,1
TRN01906,EMP00290,Engineering,Excel & BI Tools,2022-12-15,16,Completed,72,25000,Internal,1
TRN01907,EMP01883,Engineering,Sales Training,2023-05-14,24,Completed,77,10000,Internal,0
TRN01908,EMP01914,Data Analytics,Leadership,2024-12-25,8,Completed,63,5000,External,0
TRN01909,EMP01991,Engineering,Data Analysis,2021-10-15,24,Completed,75,5000,Internal,0
TRN01910,EMP01521,Operations,Compliance,2023-05-28,8,Completed,99,50000,Internal,0
TRN01911,EMP01534,Engineering,Agile Scrum,2021-04-20,8,Completed,60,10000,External,1
TRN01912,EMP00882,Product,Technical Skills,2023-01-10,4,Completed,58,50000,Online,0
TRN01913,EMP00370,Marketing,Technical Skills,2023-11-01,40,Completed,69,25000,External,1
TRN01914,EMP01081,Product,Communication,2022-06-17,16,Completed,68,5000,Online,1
TRN01915,EMP00009,Engineering,Product Knowledge,2023-11-09,4,Completed,65,25000,Internal,0
TRN01916,EMP01890,Data Analytics,Technical Skills,2024-05-13,24,Completed,78,10000,Online,1
TRN01917,EMP01982,Data Analytics,Technical Skills,2024-04-14,8,In Progress,53,25000,External,0
TRN01918,EMP01416,Data Analytics,Technical Skills,2024-07-01,16,Completed,73,25000,Online,1
TRN01919,EMP01108,Marketing,Sales Training,2020-02-01,16,Completed,64,50000,External,1
TRN01920,EMP00075,Finance,Communication,2023-02-21,24,Not Started,87,15000,Online,1
TRN01921,EMP01203,Customer Success,Project Management,2024-04-21,8,Completed,76,10000,External,0
TRN01922,EMP00233,Engineering,Sales Training,2024-12-01,8,Completed,90,10000,Internal,0
TRN01923,EMP01676,Sales,Leadership,2023-03-22,4,Completed,75,10000,Online,0
TRN01924,EMP01615,Product,Compliance,2020-07-18,16,Completed,51,10000,Online,0
TRN01925,EMP00531,HR,Communication,2024-08-15,4,Completed,98,50000,Internal,1
TRN01926,EMP01109,Data Analytics,Data Analysis,2021-01-22,16,Not Started,76,25000,External,1
TRN01927,EMP01479,Marketing,Compliance,2024-02-01,4,Completed,60,25000,Internal,0
TRN01928,EMP01239,Customer Success,Sales Training,2022-01-07,24,Completed,63,50000,External,0
TRN01929,EMP01949,Product,Sales Training,2021-11-26,40,Not Started,58,25000,Internal,0
TRN01930,EMP01688,Engineering,Data Analysis,2023-06-10,24,Completed,82,5000,External,0
TRN01931,EMP01274,HR,Sales Training,2020-01-17,24,Completed,99,50000,External,0
TRN01932,EMP00653,Customer Success,Excel & BI Tools,2020-12-20,16,In Progress,70,50000,External,0
TRN01933,EMP00815,Operations,Technical Skills,2023-01-19,24,Completed,80,25000,Online,1
TRN01934,EMP00959,Marketing,Sales Training,2022-05-08,40,Not Started,96,50000,External,0
TRN01935,EMP01735,HR,Data Analysis,2020-01-29,8,Completed,80,25000,Internal,0
TRN01936,EMP01397,Legal,Data Analysis,2022-06-14,40,Not Started,82,5000,Internal,0
TRN01937,EMP01000,Finance,Technical Skills,2024-03-20,16,Completed,95,10000,Internal,0
TRN01938,EMP01908,Customer Success,Communication,2024-08-31,16,Completed,81,5000,Internal,0
TRN01939,EMP00428,Finance,Product Knowledge,2020-06-26,24,Completed,90,10000,Internal,1
TRN01940,EMP00442,HR,Sales Training,2020-01-01,8,Completed,98,5000,External,1
TRN01941,EMP01485,Customer Success,Communication,2023-12-10,24,Completed,62,10000,External,1
TRN01942,EMP01277,Operations,Compliance,2021-08-28,40,Completed,61,50000,External,0
TRN01943,EMP00174,HR,Compliance,2020-02-14,4,Completed,90,5000,Internal,0
TRN01944,EMP00323,Finance,Agile Scrum,2024-07-08,40,In Progress,73,25000,Online,0
TRN01945,EMP00144,Customer Success,Project Management,2022-08-17,16,Completed,54,25000,Internal,0
TRN01946,EMP01692,Data Analytics,Sales Training,2021-10-03,4,Completed,63,50000,External,0
TRN01947,EMP01002,Customer Success,Project Management,2023-07-25,8,Not Started,72,10000,Internal,0
TRN01948,EMP01210,HR,Compliance,2022-07-23,4,Completed,68,10000,Internal,0
TRN01949,EMP00194,Engineering,Leadership,2022-12-04,4,Completed,94,25000,External,0
TRN01950,EMP01187,HR,Data Analysis,2022-05-03,16,Completed,51,15000,Internal,1
TRN01951,EMP00340,Legal,Excel & BI Tools,2022-08-09,16,Completed,83,5000,Online,0
TRN01952,EMP01375,Product,Data Analysis,2023-07-29,8,Completed,52,50000,External,1
TRN01953,EMP01306,Sales,Communication,2023-05-07,24,Completed,97,10000,External,1
TRN01954,EMP01163,Data Analytics,Excel & BI Tools,2020-06-13,16,Not Started,71,15000,Online,0
TRN01955,EMP00973,Legal,Leadership,2021-04-23,8,Completed,55,25000,External,1
TRN01956,EMP00147,Operations,Product Knowledge,2023-10-04,24,Not Started,94,25000,Online,0
TRN01957,EMP01563,Product,Agile Scrum,2022-09-12,40,Not Started,98,10000,Online,0
TRN01958,EMP00020,Legal,Project Management,2020-11-20,16,Not Started,91,50000,Online,1
TRN01959,EMP00983,Engineering,Product Knowledge,2021-04-21,8,Completed,80,10000,Internal,0
TRN01960,EMP00465,Product,Leadership,2024-11-26,16,Completed,56,50000,Online,0
TRN01961,EMP01881,Engineering,Sales Training,2022-02-19,4,Completed,68,50000,External,1
TRN01962,EMP00829,HR,Compliance,2021-10-25,40,In Progress,74,50000,External,1
TRN01963,EMP01630,Legal,Project Management,2023-04-24,4,Completed,71,50000,Online,0
TRN01964,EMP00018,Finance,Compliance,2020-08-21,40,Completed,51,15000,External,1
TRN01965,EMP01658,Operations,Communication,2022-05-21,24,Completed,92,10000,External,0
TRN01966,EMP00415,Sales,Compliance,2021-08-04,24,In Progress,82,10000,Online,0
TRN01967,EMP01613,Operations,Excel & BI Tools,2020-04-14,24,Completed,77,15000,Online,1
TRN01968,EMP01173,Sales,Product Knowledge,2020-11-12,4,Completed,90,10000,Internal,1
TRN01969,EMP00248,Sales,Leadership,2022-04-10,8,Completed,82,5000,Internal,0
TRN01970,EMP00060,Marketing,Product Knowledge,2020-08-01,40,Completed,77,25000,External,1
TRN01971,EMP00262,Customer Success,Communication,2024-12-19,24,Completed,61,50000,Internal,0
TRN01972,EMP01604,Operations,Technical Skills,2023-12-04,40,Not Started,77,50000,External,0
TRN01973,EMP00599,Sales,Product Knowledge,2024-10-24,24,Completed,97,25000,Internal,0
TRN01974,EMP00289,Legal,Communication,2020-07-08,40,In Progress,78,15000,Internal,0
TRN01975,EMP01543,Sales,Leadership,2021-08-05,8,Completed,58,25000,Internal,1
TRN01976,EMP01051,Legal,Communication,2022-01-20,40,Completed,76,5000,External,0
TRN01977,EMP01775,Product,Leadership,2021-07-17,4,Completed,81,15000,Internal,1
TRN01978,EMP00684,Sales,Excel & BI Tools,2024-03-08,40,Completed,75,15000,External,1
TRN01979,EMP00711,Finance,Data Analysis,2023-10-14,40,Completed,82,15000,Online,1
TRN01980,EMP00223,HR,Leadership,2022-10-13,4,Completed,52,15000,External,0
TRN01981,EMP00304,Marketing,Compliance,2023-12-14,8,Completed,55,10000,Internal,1
TRN01982,EMP00691,Product,Communication,2024-03-24,24,Completed,56,50000,Internal,0
TRN01983,EMP01963,Engineering,Excel & BI Tools,2020-01-30,40,Completed,55,15000,External,1
TRN01984,EMP01115,Operations,Data Analysis,2021-08-21,40,Completed,95,15000,Internal,0
TRN01985,EMP01282,Engineering,Communication,2023-11-18,4,Completed,77,10000,Online,0
TRN01986,EMP01319,Engineering,Leadership,2024-02-04,24,Completed,67,25000,Internal,0
TRN01987,EMP00631,Marketing,Leadership,2022-03-22,40,Completed,71,50000,Internal,1
TRN01988,EMP00747,Engineering,Compliance,2022-11-18,24,Completed,68,25000,Online,0
TRN01989,EMP00834,Finance,Agile Scrum,2023-05-03,24,In Progress,77,15000,External,0
TRN01990,EMP01222,Product,Excel & BI Tools,2024-04-29,4,Completed,77,25000,Internal,0
TRN01991,EMP01070,Engineering,Sales Training,2021-11-30,4,Not Started,86,5000,Internal,0
TRN01992,EMP00789,Sales,Product Knowledge,2020-05-13,8,Completed,91,50000,External,0
TRN01993,EMP01165,Finance,Agile Scrum,2021-01-16,16,Completed,84,25000,Internal,1
TRN01994,EMP00100,Finance,Excel & BI Tools,2023-02-22,16,Completed,89,50000,External,1
TRN01995,EMP00608,Sales,Sales Training,2020-06-12,24,Completed,98,50000,Internal,1
TRN01996,EMP01655,Data Analytics,Communication,2022-09-21,40,Completed,96,5000,Online,0
TRN01997,EMP00534,Legal,Agile Scrum,2022-12-10,8,Completed,62,5000,Online,1
TRN01998,EMP00943,Sales,Leadership,2022-09-15,8,Not Started,61,15000,Internal,0
TRN01999,EMP00433,Finance,Product Knowledge,2021-08-23,8,Completed,68,50000,Internal,0
TRN02000,EMP00938,Finance,Compliance,2022-11-04,16,Not Started,93,15000,Internal,0
TRN02001,EMP01812,Legal,Project Management,2020-04-07,8,Completed,67,50000,Internal,0
TRN02002,EMP00504,Engineering,Product Knowledge,2020-09-22,4,Completed,89,50000,External,0
TRN02003,EMP01719,Operations,Sales Training,2022-09-30,16,In Progress,81,5000,External,0
TRN02004,EMP01406,Finance,Sales Training,2020-04-12,40,Completed,76,10000,External,0
TRN02005,EMP00849,HR,Project Management,2020-12-02,24,Completed,72,25000,Internal,0
TRN02006,EMP00438,Customer Success,Communication,2023-01-20,4,Not Started,88,15000,Internal,1
TRN02007,EMP01215,Legal,Product Knowledge,2021-05-17,24,Completed,53,5000,Internal,0
TRN02008,EMP00765,Customer Success,Agile Scrum,2023-12-01,24,Completed,56,25000,Internal,0
TRN02009,EMP00580,Marketing,Communication,2021-12-23,24,Completed,53,50000,External,1
TRN02010,EMP01041,HR,Compliance,2024-09-27,40,Completed,87,25000,External,1
TRN02011,EMP01330,Data Analytics,Agile Scrum,2020-12-25,8,Completed,81,25000,Internal,0
TRN02012,EMP01127,Finance,Compliance,2020-06-02,8,Completed,50,5000,External,0
TRN02013,EMP00655,HR,Leadership,2022-02-26,8,Completed,77,10000,Online,0
TRN02014,EMP01729,Operations,Communication,2021-12-04,16,Completed,69,50000,External,1
TRN02015,EMP01129,HR,Product Knowledge,2020-07-25,24,In Progress,54,50000,Online,0
TRN02016,EMP00805,Product,Product Knowledge,2022-02-03,4,Completed,87,10000,Internal,0
TRN02017,EMP01216,Sales,Excel & BI Tools,2021-07-04,16,Completed,71,50000,External,1
TRN02018,EMP00666,Customer Success,Agile Scrum,2023-10-03,40,Completed,83,5000,Online,0
TRN02019,EMP01556,Marketing,Excel & BI Tools,2024-09-20,8,Completed,58,50000,Internal,0
TRN02020,EMP01635,Product,Leadership,2020-12-12,40,Not Started,89,50000,Internal,1
TRN02021,EMP00037,Finance,Agile Scrum,2021-03-14,16,Completed,76,5000,Online,1
TRN02022,EMP00868,Legal,Compliance,2020-11-26,16,Completed,78,5000,Internal,0
TRN02023,EMP01188,Legal,Data Analysis,2023-07-15,24,Completed,99,10000,Online,1
TRN02024,EMP00086,Engineering,Sales Training,2024-01-28,4,Completed,54,50000,Online,0
TRN02025,EMP01187,HR,Agile Scrum,2023-01-16,16,Not Started,55,5000,External,0
TRN02026,EMP00526,Data Analytics,Product Knowledge,2020-09-23,8,Completed,58,15000,External,1
TRN02027,EMP00552,Data Analytics,Sales Training,2021-07-15,4,Completed,66,10000,Online,1
TRN02028,EMP00149,Marketing,Communication,2023-11-15,40,Completed,67,5000,Internal,1
TRN02029,EMP01966,Engineering,Leadership,2020-07-07,8,Not Started,94,25000,Online,0
TRN02030,EMP00726,HR,Data Analysis,2022-12-08,24,Completed,50,15000,External,0
TRN02031,EMP00031,Data Analytics,Technical Skills,2020-12-05,16,Completed,58,5000,Online,0
TRN02032,EMP00463,Sales,Compliance,2020-10-09,16,Completed,70,15000,Online,1
TRN02033,EMP00861,Engineering,Excel & BI Tools,2022-03-28,16,Completed,58,10000,Internal,0
TRN02034,EMP00530,Engineering,Sales Training,2023-08-17,16,In Progress,63,10000,Internal,0
TRN02035,EMP00268,HR,Technical Skills,2020-05-05,8,In Progress,83,10000,External,0
TRN02036,EMP01461,Product,Agile Scrum,2020-12-08,4,Completed,58,25000,Internal,1
TRN02037,EMP01368,Marketing,Excel & BI Tools,2020-08-28,8,Completed,93,15000,Internal,1
TRN02038,EMP01759,HR,Agile Scrum,2024-08-24,4,Completed,76,25000,External,0
TRN02039,EMP00704,Data Analytics,Compliance,2024-02-19,40,Completed,54,50000,Internal,0
TRN02040,EMP01948,Engineering,Product Knowledge,2020-04-10,24,Completed,88,25000,Internal,0
TRN02041,EMP00499,Product,Project Management,2023-07-29,24,Completed,92,5000,External,0
TRN02042,EMP00164,Product,Technical Skills,2020-02-07,8,Completed,97,25000,Internal,0
TRN02043,EMP01108,Marketing,Excel & BI Tools,2021-12-26,4,Not Started,54,50000,Online,1
TRN02044,EMP00245,Product,Compliance,2020-10-08,24,Not Started,89,15000,Internal,1
TRN02045,EMP01642,Operations,Product Knowledge,2023-03-19,40,Completed,97,5000,External,0
TRN02046,EMP00458,Data Analytics,Communication,2020-07-02,4,Completed,100,10000,Internal,0
TRN02047,EMP01755,Legal,Sales Training,2023-05-04,8,Completed,52,50000,Online,0
TRN02048,EMP00500,Customer Success,Compliance,2020-04-28,16,In Progress,59,50000,Online,1
TRN02049,EMP00399,Finance,Communication,2023-03-07,40,Completed,51,5000,External,0
